Index,Long,Lat
4644,132,-1.62
4645,132,-1.87
4646,132,-2.12
4647,132,-2.37
4648,132,-2.62
4649,132,-2.87
4650,132,-3.12
4651,132,-4.37
4652,132,-4.62
4653,132,-4.87
4654,132,-5.12
4655,132,-5.37
4656,132,-5.62
4657,132,-5.87
4658,132,-6.62
4659,132,-6.87
4660,132,-7.12
4661,132,-7.37
4662,132,-7.62
4663,132.25,-0.12
4664,132.25,-0.37
4665,132.25,-0.62
4666,132.25,-0.87
4667,132.25,-1.12
4668,132.25,-1.37
4669,132.25,-1.62
4670,132.25,-1.87
4671,132.25,-2.12
4672,132.25,-2.37
4673,132.25,-2.62
4674,132.25,-2.87
4675,132.25,-3.12
4676,132.25,-3.37
4677,132.25,-4.87
4678,132.25,-5.12
4679,132.25,-5.37
4680,132.25,-5.62
4681,132.25,-5.87
4682,132.25,-6.12
4683,132.25,-6.37
4684,132.25,-6.87
4685,132.25,-7.12
4686,132.25,-7.37
4687,132.5,-0.12
4688,132.5,-0.37
4689,132.5,-0.62
4690,132.5,-0.87
4691,132.5,-1.12
4692,132.5,-1.37
4693,132.5,-1.62
4694,132.5,-1.87
4695,132.5,-2.12
4696,132.5,-2.37
4697,132.5,-2.62
4698,132.5,-2.87
4699,132.5,-3.12
4700,132.5,-3.37
4701,132.5,-3.62
4702,132.5,-3.87
4703,132.5,-4.12
4704,132.5,-5.12
4705,132.5,-5.37
4706,132.5,-5.62
4707,132.5,-5.87
4708,132.5,-6.12
4709,132.5,-6.37
4710,132.75,-0.12
4711,132.75,-0.37
4712,132.75,-0.62
4713,132.75,-0.87
4714,132.75,-1.12
4715,132.75,-1.37
4716,132.75,-1.62
4717,132.75,-1.87
4718,132.75,-2.12
4719,132.75,-2.37
4720,132.75,-2.62
4721,132.75,-2.87
4722,132.75,-3.12
4723,132.75,-3.37
4724,132.75,-3.62
4725,132.75,-3.87
4726,132.75,-4.12
4727,132.75,-4.37
4728,132.75,-5.12
4729,132.75,-5.37
4730,132.75,-5.62
4731,132.75,-5.87
4732,132.75,-6.12
4733,132.75,-6.37
4734,133,-0.12
4735,133,-0.37
4736,133,-0.62
4737,133,-0.87
4738,133,-1.12
4739,133,-1.37
4740,133,-1.62
4741,133,-1.87
4742,133,-2.12
4743,133,-2.37
4744,133,-2.62
4745,133,-2.87
4746,133,-3.12
4747,133,-3.37
4748,133,-3.62
4749,133,-3.87
4750,133,-4.12
4751,133,-4.37
4752,133,-5.12
4753,133,-5.37
4754,133,-5.62
4755,133,-5.87
4756,133,-6.12
4757,133,-6.37
4758,133.25,-0.37
4759,133.25,-0.62
4760,133.25,-0.87
4761,133.25,-1.12
4762,133.25,-1.37
4763,133.25,-1.62
4764,133.25,-1.87
4765,133.25,-2.12
4766,133.25,-2.37
4767,133.25,-2.62
4768,133.25,-2.87
4769,133.25,-3.12
4770,133.25,-3.37
4771,133.25,-3.62
4772,133.25,-3.87
4773,133.25,-4.12
4774,133.25,-4.37
4775,133.25,-5.12
4776,133.25,-5.37
4777,133.25,-5.62
4778,133.25,-5.87
4779,133.25,-6.12
4780,133.5,-0.37
4781,133.5,-0.62
4782,133.5,-0.87
4783,133.5,-1.12
4784,133.5,-1.37
4785,133.5,-1.62
4786,133.5,-1.87
4787,133.5,-2.12
4788,133.5,-2.37
4789,133.5,-2.62
4790,133.5,-2.87
4791,133.5,-3.12
4792,133.5,-3.37
4793,133.5,-3.62
4794,133.5,-3.87
4795,133.5,-4.12
4796,133.5,-4.37
4797,133.5,-4.62
4798,133.5,-5.12
4799,133.5,-5.37
4800,133.5,-5.62
4801,133.75,-0.37
4802,133.75,-0.62
4803,133.75,-0.87
4804,133.75,-1.12
4805,133.75,-1.37
4806,133.75,-1.62
4807,133.75,-1.87
4808,133.75,-2.12
4809,133.75,-2.37
4810,133.75,-2.62
4811,133.75,-2.87
4812,133.75,-3.12
4813,133.75,-3.37
4814,133.75,-3.62
4815,133.75,-3.87
4816,133.75,-4.12
4817,133.75,-4.37
4818,133.75,-4.62
4819,133.75,-6.12
4820,133.75,-6.37
4821,133.75,-6.62
4822,133.75,-6.87
4823,134,1.13
4824,134,0.88
4825,134,0.63
4826,134,-0.37
4827,134,-0.62
4828,134,-0.87
4829,134,-1.12
4830,134,-1.37
4831,134,-1.62
4832,134,-1.87
4833,134,-2.12
4834,134,-2.37
4835,134,-2.62
4836,134,-2.87
4837,134,-3.12
4838,134,-3.37
4839,134,-3.62
4840,134,-3.87
4841,134,-4.12
4842,134,-4.37
4843,134,-5.37
4844,134,-5.62
4845,134,-5.87
4846,134,-6.12
4847,134,-6.37
4848,134,-6.62
4849,134,-6.87
4850,134,-7.12
4851,134.25,1.13
4852,134.25,0.88
4853,134.25,0.63
4854,134.25,-0.62
4855,134.25,-0.87
4856,134.25,-1.12
4857,134.25,-1.37
4858,134.25,-1.62
4859,134.25,-1.87
4860,134.25,-2.12
4861,134.25,-2.37
4862,134.25,-2.62
4863,134.25,-2.87
4864,134.25,-3.12
4865,134.25,-3.37
4866,134.25,-3.62
4867,134.25,-3.87
4868,134.25,-4.12
4869,134.25,-4.37
4870,134.25,-5.12
4871,134.25,-5.37
4872,134.25,-5.62
4873,134.25,-5.87
4874,134.25,-6.12
4875,134.25,-6.37
4876,134.25,-6.62
4877,134.25,-6.87
4878,134.25,-7.12
4879,134.25,-7.37
4880,134.5,1.13
4881,134.5,0.88
4882,134.5,0.63
4883,134.5,-0.87
4884,134.5,-1.12
4885,134.5,-1.37
4886,134.5,-1.62
4887,134.5,-1.87
4888,134.5,-2.12
4889,134.5,-2.37
4890,134.5,-2.62
4891,134.5,-2.87
4892,134.5,-3.12
4893,134.5,-3.37
4894,134.5,-3.62
4895,134.5,-3.87
4896,134.5,-4.12
4897,134.5,-4.37
4898,134.5,-5.12
4899,134.5,-5.37
4900,134.5,-5.62
4901,134.5,-5.87
4902,134.5,-6.12
4903,134.5,-6.37
4904,134.5,-6.62
4905,134.5,-6.87
4906,134.5,-7.12
4907,134.5,-7.37
4908,134.75,-0.62
4909,134.75,-0.87
4910,134.75,-1.12
4911,134.75,-1.37
4912,134.75,-1.62
4913,134.75,-1.87
4914,134.75,-2.12
4915,134.75,-2.37
4916,134.75,-2.62
4917,134.75,-2.87
4918,134.75,-3.12
4919,134.75,-3.37
4920,134.75,-3.62
4921,134.75,-3.87
4922,134.75,-4.12
4923,134.75,-4.37
4924,134.75,-4.62
4925,134.75,-5.12
4926,134.75,-5.37
4927,134.75,-5.62
4928,134.75,-5.87
4929,134.75,-6.12
4930,134.75,-6.37
4931,134.75,-6.62
4932,134.75,-6.87
4933,134.75,-7.12
4934,134.75,-7.37
4935,135,-0.12
4936,135,-0.37
4937,135,-0.62
4938,135,-0.87
4939,135,-1.12
4940,135,-1.37
4941,135,-1.62
4942,135,-1.87
4943,135,-2.37
4944,135,-2.62
4945,135,-2.87
4946,135,-3.12
4947,135,-3.37
4948,135,-3.62
4949,135,-3.87
4950,135,-4.12
4951,135,-4.37
4952,135,-4.62
4953,135,-5.37
4954,135,-5.62
4955,135,-5.87
4956,135,-6.12
4957,135,-6.37
4958,135,-6.62
4959,135,-6.87
4960,135,-7.12
4961,135.25,-0.12
4962,135.25,-0.37
4963,135.25,-0.62
4964,135.25,-0.87
4965,135.25,-1.12
4966,135.25,-1.37
4967,135.25,-1.62
4968,135.25,-1.87
4969,135.25,-2.62
4970,135.25,-2.87
4971,135.25,-3.12
4972,135.25,-3.37
4973,135.25,-3.62
4974,135.25,-3.87
4975,135.25,-4.12
4976,135.25,-4.37
4977,135.25,-4.62
4978,135.25,-5.87
4979,135.25,-6.12
4980,135.25,-6.37
4981,135.5,-0.12
4982,135.5,-0.37
4983,135.5,-0.62
4984,135.5,-0.87
4985,135.5,-1.12
4986,135.5,-1.37
4987,135.5,-1.62
4988,135.5,-1.87
4989,135.5,-2.62
4990,135.5,-2.87
4991,135.5,-3.12
4992,135.5,-3.37
4993,135.5,-3.62
4994,135.5,-3.87
4995,135.5,-4.12
4996,135.5,-4.37
4997,135.5,-4.62
4998,135.75,-0.37
4999,135.75,-0.62
5000,135.75,-0.87
5001,135.75,-1.12
5002,135.75,-1.37
5003,135.75,-1.62
5004,135.75,-1.87
5005,135.75,-2.12
5006,135.75,-2.62
5007,135.75,-2.87
5008,135.75,-3.12
5009,135.75,-3.37
5010,135.75,-3.62
5011,135.75,-3.87
5012,135.75,-4.12
5013,135.75,-4.37
5014,135.75,-4.62
5015,135.75,-4.87
5016,136,-0.37
5017,136,-0.62
5018,136,-0.87
5019,136,-1.12
5020,136,-1.37
5021,136,-1.62
5022,136,-1.87
5023,136,-2.12
5024,136,-2.37
5025,136,-2.62
5026,136,-2.87
5027,136,-3.12
5028,136,-3.37
5029,136,-3.62
5030,136,-3.87
5031,136,-4.12
5032,136,-4.37
5033,136,-4.62
5034,136,-4.87
5035,136.25,-0.62
5036,136.25,-0.87
5037,136.25,-1.12
5038,136.25,-1.37
5039,136.25,-1.62
5040,136.25,-1.87
5041,136.25,-2.12
5042,136.25,-2.37
5043,136.25,-2.62
5044,136.25,-2.87
5045,136.25,-3.12
5046,136.25,-3.37
5047,136.25,-3.62
5048,136.25,-3.87
5049,136.25,-4.12
5050,136.25,-4.37
5051,136.25,-4.62
5052,136.25,-4.87
5053,136.5,-0.87
5054,136.5,-1.12
5055,136.5,-1.37
5056,136.5,-1.62
5057,136.5,-1.87
5058,136.5,-2.12
5059,136.5,-2.37
5060,136.5,-2.62
5061,136.5,-2.87
5062,136.5,-3.12
5063,136.5,-3.37
5064,136.5,-3.62
5065,136.5,-3.87
5066,136.5,-4.12
5067,136.5,-4.37
5068,136.5,-4.62
5069,136.5,-4.87
5070,136.5,-5.12
5071,136.75,-0.87
5072,136.75,-1.12
5073,136.75,-1.37
5074,136.75,-1.62
5075,136.75,-1.87
5076,136.75,-2.12
5077,136.75,-2.37
5078,136.75,-2.62
5079,136.75,-2.87
5080,136.75,-3.12
5081,136.75,-3.37
5082,136.75,-3.62
5083,136.75,-3.87
5084,136.75,-4.12
5085,136.75,-4.37
5086,136.75,-4.62
5087,136.75,-4.87
5088,136.75,-5.12
5089,137,-1.12
5090,137,-1.37
5091,137,-1.62
5092,137,-1.87
5093,137,-2.12
5094,137,-2.37
5095,137,-2.62
5096,137,-2.87
5097,137,-3.12
5098,137,-3.37
5099,137,-3.62
5100,137,-3.87
5101,137,-4.12
5102,137,-4.37
5103,137,-4.62
5104,137,-4.87
5105,137,-5.12
5106,137.25,-1.37
5107,137.25,-1.62
5108,137.25,-1.87
5109,137.25,-2.12
5110,137.25,-2.37
5111,137.25,-2.62
5112,137.25,-2.87
5113,137.25,-3.12
5114,137.25,-3.37
5115,137.25,-3.62
5116,137.25,-3.87
5117,137.25,-4.12
5118,137.25,-4.37
5119,137.25,-4.62
5120,137.25,-4.87
5121,137.25,-5.12
5122,137.25,-5.37
5123,137.25,-8.37
5124,137.5,-1.37
5125,137.5,-1.62
5126,137.5,-1.87
5127,137.5,-2.12
5128,137.5,-2.37
5129,137.5,-2.62
5130,137.5,-2.87
5131,137.5,-3.12
5132,137.5,-3.37
5133,137.5,-3.62
5134,137.5,-3.87
5135,137.5,-4.12
5136,137.5,-4.37
5137,137.5,-4.62
5138,137.5,-4.87
5139,137.5,-5.12
5140,137.5,-5.37
5141,137.5,-5.62
5142,137.5,-7.87
5143,137.5,-8.12
5144,137.5,-8.37
5145,137.5,-8.62
5146,137.75,-1.12
5147,137.75,-1.37
5148,137.75,-1.62
5149,137.75,-1.87
5150,137.75,-2.12
5151,137.75,-2.37
5152,137.75,-2.62
5153,137.75,-2.87
5154,137.75,-3.12
5155,137.75,-3.37
5156,137.75,-3.62
5157,137.75,-3.87
5158,137.75,-4.12
5159,137.75,-4.37
5160,137.75,-4.62
5161,137.75,-4.87
5162,137.75,-5.12
5163,137.75,-5.37
5164,137.75,-5.62
5165,137.75,-5.87
5166,137.75,-7.37
5167,137.75,-7.62
5168,137.75,-7.87
5169,137.75,-8.12
5170,137.75,-8.37
5171,137.75,-8.62
5172,138,-1.12
5173,138,-1.37
5174,138,-1.62
5175,138,-1.87
5176,138,-2.12
5177,138,-2.37
5178,138,-2.62
5179,138,-2.87
5180,138,-3.12
5181,138,-3.37
5182,138,-3.62
5183,138,-3.87
5184,138,-4.12
5185,138,-4.37
5186,138,-4.62
5187,138,-4.87
5188,138,-5.12
5189,138,-5.37
5190,138,-5.62
5191,138,-5.87
5192,138,-6.12
5193,138,-7.37
5194,138,-7.62
5195,138,-7.87
5196,138,-8.12
5197,138,-8.37
5198,138,-8.62
5199,138.25,-1.37
5200,138.25,-1.62
5201,138.25,-1.87
5202,138.25,-2.12
5203,138.25,-2.37
5204,138.25,-2.62
5205,138.25,-2.87
5206,138.25,-3.12
5207,138.25,-3.37
5208,138.25,-3.62
5209,138.25,-3.87
5210,138.25,-4.12
5211,138.25,-4.37
5212,138.25,-4.62
5213,138.25,-4.87
5214,138.25,-5.12
5215,138.25,-5.37
5216,138.25,-5.62
5217,138.25,-5.87
5218,138.25,-6.12
5219,138.25,-6.37
5220,138.25,-6.62
5221,138.25,-6.87
5222,138.25,-7.12
5223,138.25,-7.37
5224,138.25,-7.62
5225,138.25,-7.87
5226,138.25,-8.12
5227,138.25,-8.37
5228,138.25,-8.62
5229,138.5,-1.37
5230,138.5,-1.62
5231,138.5,-1.87
5232,138.5,-2.12
5233,138.5,-2.37
5234,138.5,-2.62
5235,138.5,-2.87
5236,138.5,-3.12
5237,138.5,-3.37
5238,138.5,-3.62
5239,138.5,-3.87
5240,138.5,-4.12
5241,138.5,-4.37
5242,138.5,-4.62
5243,138.5,-4.87
5244,138.5,-5.12
5245,138.5,-5.37
5246,138.5,-5.62
5247,138.5,-5.87
5248,138.5,-6.12
5249,138.5,-6.37
5250,138.5,-6.62
5251,138.5,-6.87
5252,138.5,-7.12
5253,138.5,-7.37
5254,138.5,-7.62
5255,138.5,-7.87
5256,138.5,-8.12
5257,138.5,-8.37
5258,138.5,-8.62
5259,138.75,-1.37
5260,138.75,-1.62
5261,138.75,-1.87
5262,138.75,-2.12
5263,138.75,-2.37
5264,138.75,-2.62
5265,138.75,-2.87
5266,138.75,-3.12
5267,138.75,-3.37
5268,138.75,-3.62
5269,138.75,-3.87
5270,138.75,-4.12
5271,138.75,-4.37
5272,138.75,-4.62
5273,138.75,-4.87
5274,138.75,-5.12
5275,138.75,-5.37
5276,138.75,-5.62
5277,138.75,-5.87
5278,138.75,-6.12
5279,138.75,-6.37
5280,138.75,-6.62
5281,138.75,-6.87
5282,138.75,-7.12
5283,138.75,-7.37
5284,138.75,-7.62
5285,138.75,-7.87
5286,138.75,-8.12
5287,138.75,-8.37
5288,138.75,-8.62
5289,139,-1.37
5290,139,-1.62
5291,139,-1.87
5292,139,-2.12
5293,139,-2.37
5294,139,-2.62
5295,139,-2.87
5296,139,-3.12
5297,139,-3.37
5298,139,-3.62
5299,139,-3.87
5300,139,-4.12
5301,139,-4.37
5302,139,-4.62
5303,139,-4.87
5304,139,-5.12
5305,139,-5.37
5306,139,-5.62
5307,139,-5.87
5308,139,-6.12
5309,139,-6.37
5310,139,-6.62
5311,139,-6.87
5312,139,-7.12
5313,139,-7.37
5314,139,-7.62
5315,139,-7.87
5316,139,-8.12
5317,139,-8.37
5318,139,-8.62
5319,139.25,-1.62
5320,139.25,-1.87
5321,139.25,-2.12
5322,139.25,-2.37
5323,139.25,-2.62
5324,139.25,-2.87
5325,139.25,-3.12
5326,139.25,-3.37
5327,139.25,-3.62
5328,139.25,-3.87
5329,139.25,-4.12
5330,139.25,-4.37
5331,139.25,-4.62
5332,139.25,-4.87
5333,139.25,-5.12
5334,139.25,-5.37
5335,139.25,-5.62
5336,139.25,-5.87
5337,139.25,-6.12
5338,139.25,-6.37
5339,139.25,-6.62
5340,139.25,-6.87
5341,139.25,-7.12
5342,139.25,-7.37
5343,139.25,-7.62
5344,139.25,-7.87
5345,139.25,-8.12
5346,139.25,-8.37
5347,139.25,-8.62
5348,139.5,-1.87
5349,139.5,-2.12
5350,139.5,-2.37
5351,139.5,-2.62
5352,139.5,-2.87
5353,139.5,-3.12
5354,139.5,-3.37
5355,139.5,-3.62
5356,139.5,-3.87
5357,139.5,-4.12
5358,139.5,-4.37
5359,139.5,-4.62
5360,139.5,-4.87
5361,139.5,-5.12
5362,139.5,-5.37
5363,139.5,-5.62
5364,139.5,-5.87
5365,139.5,-6.12
5366,139.5,-6.37
5367,139.5,-6.62
5368,139.5,-6.87
5369,139.5,-7.12
5370,139.5,-7.37
5371,139.5,-7.62
5372,139.5,-7.87
5373,139.5,-8.12
5374,139.5,-8.37
5375,139.75,-1.87
5376,139.75,-2.12
5377,139.75,-2.37
5378,139.75,-2.62
5379,139.75,-2.87
5380,139.75,-3.12
5381,139.75,-3.37
5382,139.75,-3.62
5383,139.75,-3.87
5384,139.75,-4.12
5385,139.75,-4.37
5386,139.75,-4.62
5387,139.75,-4.87
5388,139.75,-5.12
5389,139.75,-5.37
5390,139.75,-5.62
5391,139.75,-5.87
5392,139.75,-6.12
5393,139.75,-6.37
5394,139.75,-6.62
5395,139.75,-6.87
5396,139.75,-7.12
5397,139.75,-7.37
5398,139.75,-7.62
5399,139.75,-7.87
5400,139.75,-8.12
5401,139.75,-8.37
5402,140,-2.12
5403,140,-2.37
5404,140,-2.62
5405,140,-2.87
5406,140,-3.12
5407,140,-3.37
5408,140,-3.62
5409,140,-3.87
5410,140,-4.12
5411,140,-4.37
5412,140,-4.62
5413,140,-4.87
5414,140,-5.12
5415,140,-5.37
5416,140,-5.62
5417,140,-5.87
5418,140,-6.12
5419,140,-6.37
5420,140,-6.62
5421,140,-6.87
5422,140,-7.12
5423,140,-7.37
5424,140,-7.62
5425,140,-7.87
5426,140,-8.12
5427,140,-8.37
5428,140,-8.62
5429,140.25,-2.12
5430,140.25,-2.37
5431,140.25,-2.62
5432,140.25,-2.87
5433,140.25,-3.12
5434,140.25,-3.37
5435,140.25,-3.62
5436,140.25,-3.87
5437,140.25,-4.12
5438,140.25,-4.37
5439,140.25,-4.62
5440,140.25,-4.87
5441,140.25,-5.12
5442,140.25,-5.37
5443,140.25,-5.62
5444,140.25,-5.87
5445,140.25,-6.12
5446,140.25,-6.37
5447,140.25,-6.62
5448,140.25,-6.87
5449,140.25,-7.12
5450,140.25,-7.37
5451,140.25,-7.62
5452,140.25,-7.87
5453,140.25,-8.12
5454,140.25,-8.37
5455,140.25,-8.62
5456,140.25,-8.87
5457,140.5,-2.12
5458,140.5,-2.37
5459,140.5,-2.62
5460,140.5,-2.87
5461,140.5,-3.12
5462,140.5,-3.37
5463,140.5,-3.62
5464,140.5,-3.87
5465,140.5,-4.12
5466,140.5,-4.37
5467,140.5,-4.62
5468,140.5,-4.87
5469,140.5,-5.12
5470,140.5,-5.37
5471,140.5,-5.62
5472,140.5,-5.87
5473,140.5,-6.12
5474,140.5,-6.37
5475,140.5,-6.62
5476,140.5,-6.87
5477,140.5,-7.12
5478,140.5,-7.37
5479,140.5,-7.62
5480,140.5,-7.87
5481,140.5,-8.12
5482,140.5,-8.37
5483,140.5,-8.62
5484,140.5,-8.87
5485,140.5,-9.12
5486,140.75,-2.12
5487,140.75,-2.37
5488,140.75,-2.62
5489,140.75,-2.87
5490,140.75,-3.12
5491,140.75,-3.37
5492,140.75,-3.62
5493,140.75,-3.87
5494,140.75,-4.12
5495,140.75,-4.37
5496,140.75,-4.62
5497,140.75,-4.87
5498,140.75,-5.12
5499,140.75,-5.37
5500,140.75,-5.62
5501,140.75,-5.87
5502,140.75,-6.12
5503,140.75,-6.37
5504,140.75,-6.62
5505,140.75,-6.87
5506,140.75,-7.12
5507,140.75,-7.37
5508,140.75,-7.62
5509,140.75,-7.87
5510,140.75,-8.12
5511,140.75,-8.37
5512,140.75,-8.62
5513,140.75,-8.87
5514,140.75,-9.12
5515,140.75,-9.37
5516,141,-2.37
5517,141,-2.62
5518,141,-2.87
5519,141,-3.12
5520,141,-3.37
5521,141,-3.62
5522,141,-3.87
5523,141,-4.12
5524,141,-4.37
5525,141,-4.62
5526,141,-4.87
5527,141,-5.12
5528,141,-5.37
5529,141,-5.62
5530,141,-5.87
5531,141,-6.12
5532,141,-6.37
5533,141,-6.62
5534,141,-6.87
5535,141,-7.12
5536,141,-7.37
5537,141,-7.62
5538,141,-7.87
5539,141,-8.12
5540,141,-8.37
5541,141,-8.62
5542,141,-8.87
5543,141,-9.12
5544,141,-9.37
5545,141.25,-2.37
5546,141.25,-2.62
5547,141.25,-2.87
5548,141.25,-3.12
5549,141.25,-3.37
5550,141.25,-3.62
5551,141.25,-3.87
5552,141.25,-4.12
5553,141.25,-4.37
5554,141.25,-4.62
5555,141.25,-4.87
5556,141.25,-5.12
5557,141.25,-5.37
5558,141.25,-5.62
5559,141.25,-5.87
5560,141.25,-6.12
5561,141.25,-6.37
5562,141.25,-6.62
5563,141.25,-6.87
5564,141.25,-7.12
5565,141.25,-7.37
5566,141.25,-7.62
5567,141.25,-7.87
5568,141.25,-8.12
5569,141.25,-8.37
5570,141.25,-8.62
5571,141.25,-8.87
5572,141.25,-9.12
5573,141.25,-9.37
