Index,Long,Lat
1,94.75,5.88
2,94.75,5.63
3,94.75,5.38
4,95,6.13
5,95,5.88
6,95,5.63
7,95,5.38
8,95,5.13
9,95,4.88
10,95,2.88
11,95.25,6.13
12,95.25,5.88
13,95.25,5.63
14,95.25,5.38
15,95.25,5.13
16,95.25,4.88
17,95.25,4.63
18,95.25,4.38
19,95.25,3.38
20,95.25,3.13
21,95.25,2.88
22,95.25,2.63
23,95.5,6.13
24,95.5,5.88
25,95.5,5.63
26,95.5,5.38
27,95.5,5.13
28,95.5,4.88
29,95.5,4.63
30,95.5,4.38
31,95.5,3.38
32,95.5,3.13
33,95.5,2.88
34,95.5,2.63
35,95.5,2.38
36,95.75,5.88
37,95.75,5.63
38,95.75,5.38
39,95.75,5.13
40,95.75,4.88
41,95.75,4.63
42,95.75,4.38
43,95.75,4.13
44,95.75,3.13
45,95.75,2.88
46,95.75,2.63
47,95.75,2.38
48,96,5.88
49,96,5.63
50,96,5.38
51,96,5.13
52,96,4.88
53,96,4.63
54,96,4.38
55,96,4.13
56,96,3.88
57,96,3.13
58,96,2.88
59,96,2.63
60,96,2.38
61,96,2.13
62,96.25,5.63
63,96.25,5.38
64,96.25,5.13
65,96.25,4.88
66,96.25,4.63
67,96.25,4.38
68,96.25,4.13
69,96.25,3.88
70,96.25,3.63
71,96.25,2.88
72,96.25,2.63
73,96.25,2.38
74,96.25,2.13
75,96.5,5.63
76,96.5,5.38
77,96.5,5.13
78,96.5,4.88
79,96.5,4.63
80,96.5,4.38
81,96.5,4.13
82,96.5,3.88
83,96.5,3.63
84,96.5,3.38
85,96.5,2.88
86,96.5,2.63
87,96.5,2.38
88,96.5,2.13
89,96.5,1.88
90,96.75,5.63
91,96.75,5.38
92,96.75,5.13
93,96.75,4.88
94,96.75,4.63
95,96.75,4.38
96,96.75,4.13
97,96.75,3.88
98,96.75,3.63
99,96.75,3.38
100,96.75,2.63
101,96.75,2.38
102,96.75,2.13
103,96.75,1.88
104,96.75,1.63
105,96.75,1.38
106,96.75,1.13
107,97,5.63
108,97,5.38
109,97,5.13
110,97,4.88
111,97,4.63
112,97,4.38
113,97,4.13
114,97,3.88
115,97,3.63
116,97,3.38
117,97,3.13
118,97,2.88
119,97,2.38
120,97,2.13
121,97,1.88
122,97,1.63
123,97,1.38
124,97,1.13
125,97,0.88
126,97,0.63
127,97.25,5.38
128,97.25,5.13
129,97.25,4.88
130,97.25,4.63
131,97.25,4.38
132,97.25,4.13
133,97.25,3.88
134,97.25,3.63
135,97.25,3.38
136,97.25,3.13
137,97.25,2.88
138,97.25,2.63
139,97.25,2.38
140,97.25,2.13
141,97.25,1.88
142,97.25,1.63
143,97.25,1.38
144,97.25,1.13
145,97.25,0.88
146,97.25,0.63
147,97.5,5.63
148,97.5,5.38
149,97.5,5.13
150,97.5,4.88
151,97.5,4.63
152,97.5,4.38
153,97.5,4.13
154,97.5,3.88
155,97.5,3.63
156,97.5,3.38
157,97.5,3.13
158,97.5,2.88
159,97.5,2.63
160,97.5,2.38
161,97.5,2.13
162,97.5,1.88
163,97.5,1.63
164,97.5,1.38
165,97.5,1.13
166,97.5,0.88
167,97.5,0.63
168,97.5,0.38
169,97.5,0.13
170,97.5,-0.12
171,97.75,5.38
172,97.75,5.13
173,97.75,4.88
174,97.75,4.63
175,97.75,4.38
176,97.75,4.13
177,97.75,3.88
178,97.75,3.63
179,97.75,3.38
180,97.75,3.13
181,97.75,2.88
182,97.75,2.63
183,97.75,2.38
184,97.75,2.13
185,97.75,1.88
186,97.75,1.63
187,97.75,1.38
188,97.75,1.13
189,97.75,0.88
190,97.75,0.63
191,97.75,0.38
192,97.75,0.13
193,97.75,-0.12
194,97.75,-0.37
195,98,5.13
196,98,4.88
197,98,4.63
198,98,4.38
199,98,4.13
200,98,3.88
201,98,3.63
202,98,3.38
203,98,3.13
204,98,2.88
205,98,2.63
206,98,2.38
207,98,2.13
208,98,1.88
209,98,1.38
210,98,1.13
211,98,0.88
212,98,0.63
213,98,0.38
214,98,0.13
215,98,-0.12
216,98,-0.37
217,98,-0.62
218,98.25,4.88
219,98.25,4.63
220,98.25,4.38
221,98.25,4.13
222,98.25,3.88
223,98.25,3.63
224,98.25,3.38
225,98.25,3.13
226,98.25,2.88
227,98.25,2.63
228,98.25,2.38
229,98.25,2.13
230,98.25,1.88
231,98.25,1.63
232,98.25,1.38
233,98.25,1.13
234,98.25,0.88
235,98.25,0.63
236,98.25,0.38
237,98.25,0.13
238,98.25,-0.12
239,98.25,-0.37
240,98.25,-0.62
241,98.25,-0.87
242,98.25,-1.12
243,98.25,-1.37
244,98.5,4.63
245,98.5,4.38
246,98.5,4.13
247,98.5,3.88
248,98.5,3.63
249,98.5,3.38
250,98.5,3.13
251,98.5,2.88
252,98.5,2.63
253,98.5,2.38
254,98.5,2.13
255,98.5,1.88
256,98.5,1.63
257,98.5,1.38
258,98.5,1.13
259,98.5,0.38
260,98.5,0.13
261,98.5,-0.12
262,98.5,-0.37
263,98.5,-0.62
264,98.5,-0.87
265,98.5,-1.12
266,98.5,-1.37
267,98.5,-1.62
268,98.75,4.13
269,98.75,3.88
270,98.75,3.63
271,98.75,3.38
272,98.75,3.13
273,98.75,2.88
274,98.75,2.63
275,98.75,2.38
276,98.75,2.13
277,98.75,1.88
278,98.75,1.63
279,98.75,1.38
280,98.75,1.13
281,98.75,0.88
282,98.75,0.63
283,98.75,0.38
284,98.75,0.13
285,98.75,-0.12
286,98.75,-0.37
287,98.75,-0.62
288,98.75,-0.87
289,98.75,-1.12
290,98.75,-1.37
291,98.75,-1.62
292,98.75,-1.87
293,99,4.13
294,99,3.88
295,99,3.63
296,99,3.38
297,99,3.13
298,99,2.88
299,99,2.63
300,99,2.38
301,99,2.13
302,99,1.88
303,99,1.63
304,99,1.38
305,99,1.13
306,99,0.88
307,99,0.63
308,99,0.38
309,99,0.13
310,99,-0.12
311,99,-0.62
312,99,-0.87
313,99,-1.12
314,99,-1.37
315,99,-1.62
316,99,-1.87
317,99,-2.12
318,99.25,3.88
319,99.25,3.63
320,99.25,3.38
321,99.25,3.13
322,99.25,2.88
323,99.25,2.63
324,99.25,2.38
325,99.25,2.13
326,99.25,1.88
327,99.25,1.63
328,99.25,1.38
329,99.25,1.13
330,99.25,0.88
331,99.25,0.63
332,99.25,0.38
333,99.25,0.13
334,99.25,-0.12
335,99.25,-0.87
336,99.25,-1.12
337,99.25,-1.37
338,99.25,-1.62
339,99.25,-1.87
340,99.25,-2.12
341,99.25,-2.37
342,99.5,3.63
343,99.5,3.38
344,99.5,3.13
345,99.5,2.88
346,99.5,2.63
347,99.5,2.38
348,99.5,2.13
349,99.5,1.88
350,99.5,1.63
351,99.5,1.38
352,99.5,1.13
353,99.5,0.88
354,99.5,0.63
355,99.5,0.38
356,99.5,0.13
357,99.5,-0.12
358,99.5,-0.37
359,99.5,-1.37
360,99.5,-1.62
361,99.5,-1.87
362,99.5,-2.12
363,99.5,-2.37
364,99.5,-2.62
365,99.75,3.63
366,99.75,3.38
367,99.75,3.13
368,99.75,2.88
369,99.75,2.63
370,99.75,2.38
371,99.75,2.13
372,99.75,1.88
373,99.75,1.63
374,99.75,1.38
375,99.75,1.13
376,99.75,0.88
377,99.75,0.63
378,99.75,0.38
379,99.75,0.13
380,99.75,-0.12
381,99.75,-0.37
382,99.75,-0.62
383,99.75,-1.62
384,99.75,-1.87
385,99.75,-2.12
386,99.75,-2.37
387,99.75,-2.62
388,99.75,-2.87
389,99.75,-3.12
390,100,3.38
391,100,3.13
392,100,2.88
393,100,2.63
394,100,2.38
395,100,2.13
396,100,1.88
397,100,1.63
398,100,1.38
399,100,1.13
400,100,0.88
401,100,0.63
402,100,0.38
403,100,0.13
404,100,-0.12
405,100,-0.37
406,100,-0.62
407,100,-0.87
408,100,-1.12
409,100,-1.37
410,100,-1.87
411,100,-2.12
412,100,-2.37
413,100,-2.62
414,100,-2.87
415,100,-3.12
416,100,-3.37
417,100.25,3.13
418,100.25,2.88
419,100.25,2.63
420,100.25,2.38
421,100.25,2.13
422,100.25,1.88
423,100.25,1.63
424,100.25,1.38
425,100.25,1.13
426,100.25,0.88
427,100.25,0.63
428,100.25,0.38
429,100.25,0.13
430,100.25,-0.12
431,100.25,-0.37
432,100.25,-0.62
433,100.25,-0.87
434,100.25,-1.12
435,100.25,-1.37
436,100.25,-1.62
437,100.25,-2.37
438,100.25,-2.62
439,100.25,-2.87
440,100.25,-3.12
441,100.25,-3.37
442,100.25,-3.62
443,100.5,2.88
444,100.5,2.63
445,100.5,2.38
446,100.5,2.13
447,100.5,1.88
448,100.5,1.63
449,100.5,1.38
450,100.5,1.13
451,100.5,0.88
452,100.5,0.63
453,100.5,0.38
454,100.5,0.13
455,100.5,-0.12
456,100.5,-0.37
457,100.5,-0.62
458,100.5,-0.87
459,100.5,-1.12
460,100.5,-1.37
461,100.5,-1.62
462,100.5,-1.87
463,100.5,-2.12
464,100.5,-2.37
465,100.5,-2.62
466,100.5,-2.87
467,100.5,-3.12
468,100.5,-3.37
469,100.5,-3.62
470,100.75,2.63
471,100.75,2.38
472,100.75,2.13
473,100.75,1.88
474,100.75,1.63
475,100.75,1.38
476,100.75,1.13
477,100.75,0.88
478,100.75,0.63
479,100.75,0.38
480,100.75,0.13
481,100.75,-0.12
482,100.75,-0.37
483,100.75,-0.62
484,100.75,-0.87
485,100.75,-1.12
486,100.75,-1.37
487,100.75,-1.62
488,100.75,-1.87
489,100.75,-2.12
490,100.75,-2.37
491,100.75,-2.62
492,100.75,-2.87
493,100.75,-3.12
494,100.75,-3.37
495,100.75,-3.62
496,100.75,-3.87
497,100.75,-4.12
498,101,2.63
499,101,2.38
500,101,2.13
501,101,1.88
502,101,1.63
503,101,1.38
504,101,1.13
505,101,0.88
506,101,0.63
507,101,0.38
508,101,0.13
509,101,-0.12
510,101,-0.37
511,101,-0.62
512,101,-0.87
513,101,-1.12
514,101,-1.37
515,101,-1.62
516,101,-1.87
517,101,-2.12
518,101,-2.37
519,101,-2.62
520,101,-2.87
521,101,-3.37
522,101,-3.62
523,101,-3.87
524,101,-4.12
525,101,-4.37
526,101.25,2.63
527,101.25,2.38
528,101.25,2.13
529,101.25,1.88
530,101.25,1.63
531,101.25,1.38
532,101.25,1.13
533,101.25,0.88
534,101.25,0.63
535,101.25,0.38
536,101.25,0.13
537,101.25,-0.12
538,101.25,-0.37
539,101.25,-0.62
540,101.25,-0.87
541,101.25,-1.12
542,101.25,-1.37
543,101.25,-1.62
544,101.25,-1.87
545,101.25,-2.12
546,101.25,-2.37
547,101.25,-2.62
548,101.25,-2.87
549,101.25,-3.12
550,101.25,-3.37
551,101.25,-3.87
552,101.25,-4.12
553,101.5,2.38
554,101.5,2.13
555,101.5,1.88
556,101.5,1.63
557,101.5,1.38
558,101.5,1.13
559,101.5,0.88
560,101.5,0.63
561,101.5,0.38
562,101.5,0.13
563,101.5,-0.12
564,101.5,-0.37
565,101.5,-0.62
566,101.5,-0.87
567,101.5,-1.12
568,101.5,-1.37
569,101.5,-1.62
570,101.5,-1.87
571,101.5,-2.12
572,101.5,-2.37
573,101.5,-2.62
574,101.5,-2.87
575,101.5,-3.12
576,101.5,-3.37
577,101.5,-3.62
578,101.75,2.38
579,101.75,2.13
580,101.75,1.88
581,101.75,1.63
582,101.75,1.38
583,101.75,1.13
584,101.75,0.88
585,101.75,0.63
586,101.75,0.38
587,101.75,0.13
588,101.75,-0.12
589,101.75,-0.37
590,101.75,-0.62
591,101.75,-0.87
592,101.75,-1.12
593,101.75,-1.37
594,101.75,-1.62
595,101.75,-1.87
596,101.75,-2.12
597,101.75,-2.37
598,101.75,-2.62
599,101.75,-2.87
600,101.75,-3.12
601,101.75,-3.37
602,101.75,-3.62
603,101.75,-5.12
604,101.75,-5.37
605,102,2.13
606,102,1.88
607,102,1.63
608,102,1.38
609,102,1.13
610,102,0.88
611,102,0.63
612,102,0.38
613,102,0.13
614,102,-0.12
615,102,-0.37
616,102,-0.62
617,102,-0.87
618,102,-1.12
619,102,-1.37
620,102,-1.62
621,102,-1.87
622,102,-2.12
623,102,-2.37
624,102,-2.62
625,102,-2.87
626,102,-3.12
627,102,-3.37
628,102,-3.62
629,102,-3.87
630,102,-4.12
631,102,-5.12
632,102,-5.37
633,102,-5.62
634,102.25,1.88
635,102.25,1.63
636,102.25,1.38
637,102.25,1.13
638,102.25,0.88
639,102.25,0.63
640,102.25,0.38
641,102.25,0.13
642,102.25,-0.12
643,102.25,-0.37
644,102.25,-0.62
645,102.25,-0.87
646,102.25,-1.12
647,102.25,-1.37
648,102.25,-1.62
649,102.25,-1.87
650,102.25,-2.12
651,102.25,-2.37
652,102.25,-2.62
653,102.25,-2.87
654,102.25,-3.12
655,102.25,-3.37
656,102.25,-3.62
657,102.25,-3.87
658,102.25,-4.12
659,102.25,-4.37
660,102.25,-5.12
661,102.25,-5.37
662,102.25,-5.62
663,102.25,-5.87
664,102.5,1.88
665,102.5,1.63
666,102.5,1.38
667,102.5,1.13
668,102.5,0.88
669,102.5,0.63
670,102.5,0.38
671,102.5,0.13
672,102.5,-0.12
673,102.5,-0.37
674,102.5,-0.62
675,102.5,-0.87
676,102.5,-1.12
677,102.5,-1.37
678,102.5,-1.62
679,102.5,-1.87
680,102.5,-2.12
681,102.5,-2.37
682,102.5,-2.62
683,102.5,-2.87
684,102.5,-3.12
685,102.5,-3.37
686,102.5,-3.62
687,102.5,-3.87
688,102.5,-4.12
689,102.5,-4.37
690,102.5,-4.62
691,102.5,-5.12
692,102.5,-5.37
693,102.5,-5.62
694,102.5,-5.87
695,102.75,1.63
696,102.75,1.38
697,102.75,1.13
698,102.75,0.88
699,102.75,0.63
700,102.75,0.38
701,102.75,0.13
702,102.75,-0.12
703,102.75,-0.37
704,102.75,-0.62
705,102.75,-0.87
706,102.75,-1.12
707,102.75,-1.37
708,102.75,-1.62
709,102.75,-1.87
710,102.75,-2.12
711,102.75,-2.37
712,102.75,-2.62
713,102.75,-2.87
714,102.75,-3.12
715,102.75,-3.37
716,102.75,-3.62
717,102.75,-3.87
718,102.75,-4.12
719,102.75,-4.37
720,102.75,-4.62
721,102.75,-5.37
722,102.75,-5.62
723,103,1.38
724,103,1.13
725,103,0.88
726,103,0.63
727,103,0.38
728,103,0.13
729,103,-0.12
730,103,-0.37
731,103,-0.62
732,103,-0.87
733,103,-1.12
734,103,-1.37
735,103,-1.62
736,103,-1.87
737,103,-2.12
738,103,-2.37
739,103,-2.62
740,103,-2.87
741,103,-3.12
742,103,-3.37
743,103,-3.62
744,103,-3.87
745,103,-4.12
746,103,-4.37
747,103,-4.62
748,103,-4.87
749,103.25,1.38
750,103.25,1.13
751,103.25,0.88
752,103.25,0.63
753,103.25,0.38
754,103.25,0.13
755,103.25,-0.12
756,103.25,-0.37
757,103.25,-0.62
758,103.25,-0.87
759,103.25,-1.12
760,103.25,-1.37
761,103.25,-1.62
762,103.25,-1.87
763,103.25,-2.12
764,103.25,-2.37
765,103.25,-2.62
766,103.25,-2.87
767,103.25,-3.12
768,103.25,-3.37
769,103.25,-3.62
770,103.25,-3.87
771,103.25,-4.12
772,103.25,-4.37
773,103.25,-4.62
774,103.25,-4.87
775,103.25,-5.12
776,103.5,1.38
777,103.5,1.13
778,103.5,0.88
779,103.5,0.63
780,103.5,0.38
781,103.5,0.13
782,103.5,-0.12
783,103.5,-0.37
784,103.5,-0.62
785,103.5,-0.87
786,103.5,-1.12
787,103.5,-1.37
788,103.5,-1.62
789,103.5,-1.87
790,103.5,-2.12
791,103.5,-2.37
792,103.5,-2.62
793,103.5,-2.87
794,103.5,-3.12
795,103.5,-3.37
796,103.5,-3.62
797,103.5,-3.87
798,103.5,-4.12
799,103.5,-4.37
800,103.5,-4.62
801,103.5,-4.87
802,103.5,-5.12
803,103.75,1.38
804,103.75,1.13
805,103.75,0.88
806,103.75,0.63
807,103.75,0.38
808,103.75,0.13
809,103.75,-0.12
810,103.75,-0.37
811,103.75,-0.62
812,103.75,-0.87
813,103.75,-1.12
814,103.75,-1.37
815,103.75,-1.62
816,103.75,-1.87
817,103.75,-2.12
818,103.75,-2.37
819,103.75,-2.62
820,103.75,-2.87
821,103.75,-3.12
822,103.75,-3.37
823,103.75,-3.62
824,103.75,-3.87
825,103.75,-4.12
826,103.75,-4.37
827,103.75,-4.62
828,103.75,-4.87
829,103.75,-5.12
830,103.75,-5.37
831,103.75,-5.62
832,104,1.38
833,104,1.13
834,104,0.88
835,104,0.63
836,104,0.38
837,104,0.13
838,104,-0.12
839,104,-0.37
840,104,-0.62
841,104,-0.87
842,104,-1.12
843,104,-1.37
844,104,-1.62
845,104,-1.87
846,104,-2.12
847,104,-2.37
848,104,-2.62
849,104,-2.87
850,104,-3.12
851,104,-3.37
852,104,-3.62
853,104,-3.87
854,104,-4.12
855,104,-4.37
856,104,-4.62
857,104,-4.87
858,104,-5.12
859,104,-5.37
860,104,-5.62
861,104,-5.87
862,104.25,1.38
863,104.25,1.13
864,104.25,0.88
865,104.25,0.63
866,104.25,0.38
867,104.25,0.13
868,104.25,-0.12
869,104.25,-0.37
870,104.25,-0.62
871,104.25,-0.87
872,104.25,-1.12
873,104.25,-1.37
874,104.25,-1.62
875,104.25,-1.87
876,104.25,-2.12
877,104.25,-2.37
878,104.25,-2.62
879,104.25,-2.87
880,104.25,-3.12
881,104.25,-3.37
882,104.25,-3.62
883,104.25,-3.87
884,104.25,-4.12
885,104.25,-4.37
886,104.25,-4.62
887,104.25,-4.87
888,104.25,-5.12
889,104.25,-5.37
890,104.25,-5.62
891,104.25,-5.87
892,104.25,-6.12
893,104.5,1.38
894,104.5,1.13
895,104.5,0.88
896,104.5,0.63
897,104.5,0.38
898,104.5,0.13
899,104.5,-0.12
900,104.5,-0.37
901,104.5,-0.62
902,104.5,-0.87
903,104.5,-1.12
904,104.5,-1.37
905,104.5,-1.62
906,104.5,-1.87
907,104.5,-2.12
908,104.5,-2.37
909,104.5,-2.62
910,104.5,-2.87
911,104.5,-3.12
912,104.5,-3.37
913,104.5,-3.62
914,104.5,-3.87
915,104.5,-4.12
916,104.5,-4.37
917,104.5,-4.62
918,104.5,-4.87
919,104.5,-5.12
920,104.5,-5.37
921,104.5,-5.62
922,104.5,-5.87
923,104.5,-6.12
924,104.75,1.38
925,104.75,1.13
926,104.75,0.88
927,104.75,0.63
928,104.75,0.38
929,104.75,0.13
930,104.75,-0.12
931,104.75,-0.37
932,104.75,-0.62
933,104.75,-0.87
934,104.75,-1.12
935,104.75,-1.37
936,104.75,-1.62
937,104.75,-1.87
938,104.75,-2.12
939,104.75,-2.37
940,104.75,-2.62
941,104.75,-2.87
942,104.75,-3.12
943,104.75,-3.37
944,104.75,-3.62
945,104.75,-3.87
946,104.75,-4.12
947,104.75,-4.37
948,104.75,-4.62
949,104.75,-4.87
950,104.75,-5.12
951,104.75,-5.37
952,104.75,-5.62
953,104.75,-5.87
954,104.75,-6.12
955,104.75,-6.62
956,105,1.38
957,105,1.13
958,105,0.88
959,105,0.63
960,105,0.38
961,105,0.13
962,105,-0.12
963,105,-0.37
964,105,-0.62
965,105,-0.87
966,105,-1.12
967,105,-1.37
968,105,-1.62
969,105,-1.87
970,105,-2.12
971,105,-2.37
972,105,-2.62
973,105,-2.87
974,105,-3.12
975,105,-3.37
976,105,-3.62
977,105,-3.87
978,105,-4.12
979,105,-4.37
980,105,-4.62
981,105,-4.87
982,105,-5.12
983,105,-5.37
984,105,-5.62
985,105,-5.87
986,105,-6.12
987,105,-6.37
988,105,-6.62
989,105,-6.87
990,105,-7.12
991,105.25,3.13
992,105.25,2.88
993,105.25,1.13
994,105.25,0.88
995,105.25,-0.12
996,105.25,-0.37
997,105.25,-0.62
998,105.25,-0.87
999,105.25,-1.12
1000,105.25,-1.37
1001,105.25,-1.62
1002,105.25,-1.87
1003,105.25,-2.12
1004,105.25,-2.37
1005,105.25,-2.62
1006,105.25,-2.87
1007,105.25,-3.12
1008,105.25,-3.37
1009,105.25,-3.62
1010,105.25,-3.87
1011,105.25,-4.12
1012,105.25,-4.37
1013,105.25,-4.62
1014,105.25,-4.87
1015,105.25,-5.12
1016,105.25,-5.37
1017,105.25,-5.62
1018,105.25,-5.87
1019,105.25,-6.12
1020,105.25,-6.37
1021,105.25,-6.62
1022,105.25,-6.87
1023,105.25,-7.12
1024,105.5,3.38
1025,105.5,3.13
1026,105.5,2.88
1027,105.5,2.63
1028,105.5,2.38
1029,105.5,-0.87
1030,105.5,-1.12
1031,105.5,-1.37
1032,105.5,-1.62
1033,105.5,-1.87
1034,105.5,-2.12
1035,105.5,-2.37
1036,105.5,-2.62
1037,105.5,-2.87
1038,105.5,-3.12
1039,105.5,-3.37
1040,105.5,-3.62
1041,105.5,-3.87
1042,105.5,-4.12
1043,105.5,-4.37
1044,105.5,-4.62
1045,105.5,-4.87
1046,105.5,-5.12
1047,105.5,-5.37
1048,105.5,-5.62
1049,105.5,-5.87
1050,105.5,-6.12
1051,105.5,-6.37
1052,105.5,-6.62
1053,105.5,-6.87
1054,105.5,-7.12
1055,105.5,-7.37
1056,105.75,3.38
1057,105.75,3.13
1058,105.75,2.88
1059,105.75,2.63
1060,105.75,2.38
1061,105.75,2.13
1062,105.75,-1.37
1063,105.75,-1.62
1064,105.75,-1.87
1065,105.75,-2.12
1066,105.75,-2.37
1067,105.75,-2.62
1068,105.75,-2.87
1069,105.75,-3.12
1070,105.75,-3.37
1071,105.75,-3.62
1072,105.75,-3.87
1073,105.75,-4.12
1074,105.75,-4.37
1075,105.75,-4.62
1076,105.75,-4.87
1077,105.75,-5.12
1078,105.75,-5.37
1079,105.75,-5.62
1080,105.75,-5.87
1081,105.75,-6.12
1082,105.75,-6.37
1083,105.75,-6.62
1084,105.75,-6.87
1085,105.75,-7.12
1086,105.75,-7.37
1087,106,3.63
1088,106,3.38
1089,106,3.13
1090,106,2.88
1091,106,2.63
1092,106,2.38
1093,106,2.13
1094,106,-1.12
1095,106,-1.37
1096,106,-1.62
1097,106,-1.87
1098,106,-2.12
1099,106,-2.37
1100,106,-2.62
1101,106,-2.87
1102,106,-3.12
1103,106,-3.37
1104,106,-3.62
1105,106,-3.87
1106,106,-4.12
1107,106,-4.37
1108,106,-4.62
1109,106,-4.87
1110,106,-5.12
1111,106,-5.37
1112,106,-5.62
1113,106,-5.87
1114,106,-6.12
1115,106,-6.37
1116,106,-6.62
1117,106,-6.87
1118,106,-7.12
1119,106,-7.37
1120,106.25,3.63
1121,106.25,3.38
1122,106.25,3.13
1123,106.25,2.88
1124,106.25,2.63
1125,106.25,2.38
1126,106.25,-1.37
1127,106.25,-1.62
1128,106.25,-1.87
1129,106.25,-2.12
1130,106.25,-2.37
1131,106.25,-2.62
1132,106.25,-2.87
1133,106.25,-3.12
1134,106.25,-3.37
1135,106.25,-3.62
1136,106.25,-3.87
1137,106.25,-4.12
1138,106.25,-4.37
1139,106.25,-4.62
1140,106.25,-4.87
1141,106.25,-5.12
1142,106.25,-5.37
1143,106.25,-5.62
1144,106.25,-5.87
1145,106.25,-6.12
1146,106.25,-6.37
1147,106.25,-6.62
1148,106.25,-6.87
1149,106.25,-7.12
1150,106.25,-7.37
1151,106.25,-7.62
1152,106.5,3.63
1153,106.5,3.38
1154,106.5,3.13
1155,106.5,2.88
1156,106.5,2.63
1157,106.5,2.38
1158,106.5,1.13
1159,106.5,-1.87
1160,106.5,-2.12
1161,106.5,-2.37
1162,106.5,-2.62
1163,106.5,-2.87
1164,106.5,-3.12
1165,106.5,-3.37
1166,106.5,-5.62
1167,106.5,-5.87
1168,106.5,-6.12
1169,106.5,-6.37
1170,106.5,-6.62
1171,106.5,-6.87
1172,106.5,-7.12
1173,106.5,-7.37
1174,106.5,-7.62
1175,106.75,3.63
1176,106.75,3.38
1177,106.75,3.13
1178,106.75,2.88
1179,106.75,1.38
1180,106.75,1.13
1181,106.75,0.88
1182,106.75,0.63
1183,106.75,0.38
1184,106.75,-2.37
1185,106.75,-2.62
1186,106.75,-2.87
1187,106.75,-3.12
1188,106.75,-3.37
1189,106.75,-5.62
1190,106.75,-5.87
1191,106.75,-6.12
1192,106.75,-6.37
1193,106.75,-6.62
1194,106.75,-6.87
1195,106.75,-7.12
1196,106.75,-7.37
1197,106.75,-7.62
1198,107,1.38
1199,107,1.13
1200,107,0.88
1201,107,0.63
1202,107,0.38
1203,107,0.13
1204,107,-0.12
1205,107,-2.12
1206,107,-2.37
1207,107,-2.62
1208,107,-2.87
1209,107,-3.12
1210,107,-3.37
1211,107,-5.62
1212,107,-5.87
1213,107,-6.12
1214,107,-6.37
1215,107,-6.62
1216,107,-6.87
1217,107,-7.12
1218,107,-7.37
1219,107,-7.62
1220,107.25,1.38
1221,107.25,1.13
1222,107.25,0.88
1223,107.25,0.63
1224,107.25,0.38
1225,107.25,0.13
1226,107.25,-0.12
1227,107.25,-2.12
1228,107.25,-2.37
1229,107.25,-2.62
1230,107.25,-2.87
1231,107.25,-3.12
1232,107.25,-3.37
1233,107.25,-5.62
1234,107.25,-5.87
1235,107.25,-6.12
1236,107.25,-6.37
1237,107.25,-6.62
1238,107.25,-6.87
1239,107.25,-7.12
1240,107.25,-7.37
1241,107.25,-7.62
1242,107.25,-7.87
1243,107.5,4.63
1244,107.5,4.38
1245,107.5,4.13
1246,107.5,3.88
1247,107.5,3.13
1248,107.5,2.88
1249,107.5,1.38
1250,107.5,1.13
1251,107.5,0.88
1252,107.5,0.63
1253,107.5,0.38
1254,107.5,0.13
1255,107.5,-0.12
1256,107.5,-2.37
1257,107.5,-2.62
1258,107.5,-2.87
1259,107.5,-3.12
1260,107.5,-3.37
1261,107.5,-3.62
1262,107.5,-5.62
1263,107.5,-5.87
1264,107.5,-6.12
1265,107.5,-6.37
1266,107.5,-6.62
1267,107.5,-6.87
1268,107.5,-7.12
1269,107.5,-7.37
1270,107.5,-7.62
1271,107.5,-7.87
1272,107.75,4.88
1273,107.75,4.63
1274,107.75,4.38
1275,107.75,4.13
1276,107.75,3.88
1277,107.75,3.63
1278,107.75,3.38
1279,107.75,3.13
1280,107.75,2.88
1281,107.75,2.63
1282,107.75,1.38
1283,107.75,1.13
1284,107.75,0.88
1285,107.75,0.63
1286,107.75,0.38
1287,107.75,0.13
1288,107.75,-2.37
1289,107.75,-2.62
1290,107.75,-2.87
1291,107.75,-3.12
1292,107.75,-3.37
1293,107.75,-3.62
1294,107.75,-5.87
1295,107.75,-6.12
1296,107.75,-6.37
1297,107.75,-6.62
1298,107.75,-6.87
1299,107.75,-7.12
1300,107.75,-7.37
1301,107.75,-7.62
1302,107.75,-7.87
1303,107.75,-8.12
1304,108,5.13
1305,108,4.88
1306,108,4.63
1307,108,4.38
1308,108,4.13
1309,108,3.88
1310,108,3.63
1311,108,3.38
1312,108,3.13
1313,108,2.88
1314,108,2.63
1315,108,0.63
1316,108,0.38
1317,108,0.13
1318,108,-0.12
1319,108,-2.37
1320,108,-2.62
1321,108,-2.87
1322,108,-3.12
1323,108,-3.37
1324,108,-3.62
1325,108,-5.87
1326,108,-6.12
1327,108,-6.37
1328,108,-6.62
1329,108,-6.87
1330,108,-7.12
1331,108,-7.37
1332,108,-7.62
1333,108,-7.87
1334,108,-8.12
1335,108.25,4.88
1336,108.25,4.63
1337,108.25,4.38
1338,108.25,4.13
1339,108.25,3.88
1340,108.25,3.63
1341,108.25,3.38
1342,108.25,2.88
1343,108.25,2.63
1344,108.25,0.38
1345,108.25,0.13
1346,108.25,-2.37
1347,108.25,-2.62
1348,108.25,-2.87
1349,108.25,-3.12
1350,108.25,-3.37
1351,108.25,-3.62
1352,108.25,-5.62
1353,108.25,-5.87
1354,108.25,-6.12
1355,108.25,-6.37
1356,108.25,-6.62
1357,108.25,-6.87
1358,108.25,-7.12
